event_id,customer_id,event_date,days_since_signup,feature,signup_device
PE00852,CUST00321,2023-10-01,8,위시리스트추가,모바일앱
PE00853,CUST00322,2022-06-28,6,첫주문,모바일앱
PE00854,CUST00322,2022-07-14,22,쿠폰다운로드,모바일앱
PE00855,CUST00323,2020-12-02,1,첫주문,모바일앱
PE00856,CUST00323,2020-12-10,9,앱푸시동의,모바일앱
PE00857,CUST00323,2020-12-16,15,리뷰작성,모바일앱
PE00858,CUST00324,2022-07-22,4,첫주문,모바일웹
PE00859,CUST00324,2022-07-28,10,쿠폰다운로드,모바일웹
PE00860,CUST00324,2022-08-09,22,장바구니담기,모바일웹
PE00861,CUST00325,2024-07-02,0,앱푸시동의,모바일앱
PE00862,CUST00325,2024-07-12,10,장바구니담기,모바일앱
PE00863,CUST00325,2024-07-22,20,자동결제등록,모바일앱
PE00864,CUST00326,2021-04-19,5,첫주문,모바일앱
PE00865,CUST00326,2021-04-23,9,쿠폰다운로드,모바일앱
PE00866,CUST00326,2021-05-07,23,리뷰작성,모바일앱
PE00867,CUST00326,2021-05-13,29,쿠폰다운로드,모바일앱
PE00868,CUST00327,2023-01-29,0,첫주문,모바일앱
PE00869,CUST00327,2023-02-01,3,장바구니담기,모바일앱
PE00870,CUST00328,2020-08-14,1,첫주문,모바일웹
PE00871,CUST00328,2020-08-19,6,장바구니담기,모바일웹
PE00872,CUST00328,2020-08-29,16,쿠폰다운로드,모바일웹
PE00873,CUST00328,2020-08-31,18,자동결제등록,모바일웹
PE00874,CUST00328,2020-09-08,26,쿠폰다운로드,모바일웹
PE00875,CUST00329,2021-01-16,3,첫주문,모바일앱
PE00876,CUST00329,2021-01-23,10,장바구니담기,모바일앱
PE00877,CUST00329,2021-02-03,21,리뷰작성,모바일앱
PE00878,CUST00330,2021-03-27,4,쿠폰다운로드,모바일앱
PE00879,CUST00330,2021-04-08,16,첫주문,모바일앱
PE00880,CUST00331,2020-09-29,6,첫주문,모바일웹
PE00881,CUST00331,2020-09-29,6,앱푸시동의,모바일웹
PE00882,CUST00331,2020-10-02,9,리뷰작성,모바일웹
PE00883,CUST00331,2020-10-15,22,앱푸시동의,모바일웹
PE00884,CUST00331,2020-10-16,23,리뷰작성,모바일웹
PE00885,CUST00332,2019-02-20,0,첫주문,모바일웹
PE00886,CUST00332,2019-03-10,18,위시리스트추가,모바일웹
PE00887,CUST00333,2022-04-03,8,위시리스트추가,모바일앱
PE00888,CUST00335,2020-03-10,0,첫주문,모바일웹
PE00889,CUST00335,2020-03-21,11,쿠폰다운로드,모바일웹
PE00890,CUST00335,2020-04-01,22,장바구니담기,모바일웹
PE00891,CUST00335,2020-04-07,28,리뷰작성,모바일웹
PE00892,CUST00336,2023-06-17,1,첫주문,모바일앱
PE00893,CUST00336,2023-06-23,7,자동결제등록,모바일앱
PE00894,CUST00336,2023-06-29,13,장바구니담기,모바일앱
PE00895,CUST00336,2023-06-30,14,앱푸시동의,모바일앱
PE00896,CUST00337,2024-05-19,6,장바구니담기,모바일웹
PE00897,CUST00337,2024-05-26,13,자동결제등록,모바일웹
PE00898,CUST00337,2024-06-04,22,쿠폰다운로드,모바일웹
PE00899,CUST00337,2024-06-06,24,앱푸시동의,모바일웹
PE00900,CUST00337,2024-06-07,25,위시리스트추가,모바일웹
PE00901,CUST00338,2019-07-10,3,첫주문,모바일앱
PE00902,CUST00339,2022-07-04,3,첫주문,PC웹
PE00903,CUST00339,2022-07-21,20,위시리스트추가,PC웹
PE00904,CUST00339,2022-07-22,21,앱푸시동의,PC웹
PE00905,CUST00339,2022-07-28,27,자동결제등록,PC웹
PE00906,CUST00340,2019-12-04,5,첫주문,모바일웹
PE00907,CUST00340,2019-12-21,22,위시리스트추가,모바일웹
PE00908,CUST00341,2025-12-08,1,첫주문,모바일웹
PE00909,CUST00341,2026-01-03,27,자동결제등록,모바일웹
PE00910,CUST00342,2023-10-25,3,첫주문,모바일앱
PE00911,CUST00342,2023-11-08,17,장바구니담기,모바일앱
PE00912,CUST00342,2023-11-20,29,자동결제등록,모바일앱
PE00913,CUST00343,2019-10-23,5,위시리스트추가,모바일웹
PE00914,CUST00343,2019-10-24,6,첫주문,모바일웹
PE00915,CUST00343,2019-10-29,11,위시리스트추가,모바일웹
PE00916,CUST00343,2019-11-08,21,앱푸시동의,모바일웹
PE00917,CUST00344,2019-09-14,0,첫주문,모바일앱
PE00918,CUST00344,2019-09-15,1,장바구니담기,모바일앱
PE00919,CUST00344,2019-09-26,12,장바구니담기,모바일앱
PE00920,CUST00345,2019-05-17,4,첫주문,PC웹
PE00921,CUST00346,2023-08-18,3,첫주문,모바일앱
PE00922,CUST00346,2023-08-22,7,위시리스트추가,모바일앱
PE00923,CUST00347,2020-10-11,6,첫주문,모바일앱
PE00924,CUST00347,2020-10-11,6,위시리스트추가,모바일앱
PE00925,CUST00347,2020-10-12,7,리뷰작성,모바일앱
PE00926,CUST00347,2020-10-19,14,자동결제등록,모바일앱
PE00927,CUST00347,2020-10-28,23,쿠폰다운로드,모바일앱
PE00928,CUST00347,2020-10-31,26,앱푸시동의,모바일앱
PE00929,CUST00348,2022-04-29,5,첫주문,PC웹
PE00930,CUST00348,2022-05-14,20,리뷰작성,PC웹
PE00931,CUST00349,2023-04-10,5,첫주문,모바일웹
PE00932,CUST00349,2023-04-18,13,장바구니담기,모바일웹
PE00933,CUST00349,2023-04-21,16,앱푸시동의,모바일웹
PE00934,CUST00350,2021-11-28,4,장바구니담기,모바일앱
PE00935,CUST00350,2021-11-30,6,첫주문,모바일앱
PE00936,CUST00350,2021-12-19,25,장바구니담기,모바일앱
PE00937,CUST00350,2021-12-23,29,앱푸시동의,모바일앱
PE00938,CUST00351,2023-03-08,3,자동결제등록,모바일웹
PE00939,CUST00351,2023-03-11,6,첫주문,모바일웹
PE00940,CUST00351,2023-03-13,8,쿠폰다운로드,모바일웹
PE00941,CUST00352,2025-08-11,15,앱푸시동의,모바일앱
PE00942,CUST00352,2025-08-18,22,앱푸시동의,모바일앱
PE00943,CUST00353,2025-01-23,3,첫주문,모바일웹
PE00944,CUST00353,2025-01-25,5,앱푸시동의,모바일웹
PE00945,CUST00353,2025-02-01,12,쿠폰다운로드,모바일웹
PE00946,CUST00353,2025-02-16,27,앱푸시동의,모바일웹
PE00947,CUST00354,2019-01-17,0,첫주문,모바일웹
PE00948,CUST00354,2019-01-28,11,자동결제등록,모바일웹
PE00949,CUST00354,2019-02-11,25,장바구니담기,모바일웹
PE00950,CUST00355,2019-09-30,1,리뷰작성,모바일웹
PE00951,CUST00355,2019-10-01,2,첫주문,모바일웹
PE00952,CUST00355,2019-10-16,17,위시리스트추가,모바일웹
PE00953,CUST00355,2019-10-28,29,앱푸시동의,모바일웹
PE00954,CUST00356,2023-09-19,1,첫주문,모바일앱
PE00955,CUST00356,2023-09-29,11,리뷰작성,모바일앱
PE00956,CUST00356,2023-10-08,20,장바구니담기,모바일앱
PE00957,CUST00356,2023-10-08,20,자동결제등록,모바일앱
PE00958,CUST00356,2023-10-13,25,위시리스트추가,모바일앱
PE00959,CUST00356,2023-10-14,26,앱푸시동의,모바일앱
PE00960,CUST00356,2023-10-16,28,앱푸시동의,모바일앱
PE00961,CUST00357,2025-08-19,2,리뷰작성,모바일웹
PE00962,CUST00357,2025-08-20,3,장바구니담기,모바일웹
PE00963,CUST00357,2025-08-21,4,첫주문,모바일웹
PE00964,CUST00358,2021-04-16,1,첫주문,모바일앱
PE00965,CUST00358,2021-05-08,23,장바구니담기,모바일앱
PE00966,CUST00359,2022-08-06,5,첫주문,모바일앱
PE00967,CUST00359,2022-08-19,18,리뷰작성,모바일앱
PE00968,CUST00359,2022-08-30,29,위시리스트추가,모바일앱
PE00969,CUST00360,2024-01-24,5,첫주문,PC웹
PE00970,CUST00360,2024-01-28,9,위시리스트추가,PC웹
PE00971,CUST00360,2024-01-31,12,리뷰작성,PC웹
PE00972,CUST00360,2024-02-07,19,장바구니담기,PC웹
PE00973,CUST00361,2021-11-09,11,첫주문,모바일웹
PE00974,CUST00361,2021-11-13,15,앱푸시동의,모바일웹
PE00975,CUST00361,2021-11-15,17,리뷰작성,모바일웹
PE00976,CUST00361,2021-11-20,22,장바구니담기,모바일웹
PE00977,CUST00361,2021-11-23,25,앱푸시동의,모바일웹
PE00978,CUST00362,2020-02-27,0,리뷰작성,모바일앱
PE00979,CUST00362,2020-02-28,1,앱푸시동의,모바일앱
PE00980,CUST00362,2020-03-01,3,첫주문,모바일앱
PE00981,CUST00362,2020-03-07,9,장바구니담기,모바일앱
PE00982,CUST00362,2020-03-14,16,앱푸시동의,모바일앱
PE00983,CUST00362,2020-03-24,26,자동결제등록,모바일앱
PE00984,CUST00363,2021-07-01,7,장바구니담기,모바일앱
PE00985,CUST00363,2021-07-06,12,쿠폰다운로드,모바일앱
PE00986,CUST00363,2021-07-15,21,앱푸시동의,모바일앱
PE00987,CUST00363,2021-07-17,23,첫주문,모바일앱
PE00988,CUST00364,2022-02-10,2,첫주문,모바일웹
PE00989,CUST00365,2025-03-10,1,위시리스트추가,모바일웹
PE00990,CUST00365,2025-03-14,5,장바구니담기,모바일웹
PE00991,CUST00365,2025-03-22,13,앱푸시동의,모바일웹
PE00992,CUST00365,2025-03-29,20,첫주문,모바일웹
PE00993,CUST00366,2024-09-22,1,쿠폰다운로드,모바일앱
PE00994,CUST00366,2024-09-26,5,첫주문,모바일앱
PE00995,CUST00367,2025-09-17,0,첫주문,모바일웹
PE00996,CUST00368,2024-11-22,3,첫주문,PC웹
PE00997,CUST00368,2024-11-25,6,리뷰작성,PC웹
PE00998,CUST00368,2024-12-02,13,앱푸시동의,PC웹
PE00999,CUST00368,2024-12-14,25,장바구니담기,PC웹
PE01000,CUST00369,2024-06-05,0,첫주문,모바일웹
PE01001,CUST00369,2024-06-10,5,자동결제등록,모바일웹
PE01002,CUST00369,2024-06-27,22,쿠폰다운로드,모바일웹
PE01003,CUST00369,2024-07-01,26,장바구니담기,모바일웹
PE01004,CUST00370,2024-07-07,4,첫주문,모바일앱
PE01005,CUST00370,2024-07-22,19,장바구니담기,모바일앱
PE01006,CUST00371,2019-02-03,1,리뷰작성,모바일웹
PE01007,CUST00371,2019-02-08,6,첫주문,모바일웹
PE01008,CUST00371,2019-02-26,24,리뷰작성,모바일웹
PE01009,CUST00372,2025-08-02,6,첫주문,모바일앱
PE01010,CUST00372,2025-08-04,8,리뷰작성,모바일앱
PE01011,CUST00372,2025-08-05,9,자동결제등록,모바일앱
PE01012,CUST00372,2025-08-09,13,리뷰작성,모바일앱
PE01013,CUST00373,2021-07-12,6,첫주문,모바일앱
PE01014,CUST00373,2021-07-14,8,리뷰작성,모바일앱
PE01015,CUST00373,2021-07-16,10,리뷰작성,모바일앱
PE01016,CUST00374,2021-09-11,15,위시리스트추가,모바일앱
PE01017,CUST00375,2025-02-28,7,첫주문,모바일앱
PE01018,CUST00375,2025-03-08,15,자동결제등록,모바일앱
PE01019,CUST00375,2025-03-13,20,쿠폰다운로드,모바일앱
PE01020,CUST00376,2021-12-02,1,첫주문,모바일앱
PE01021,CUST00376,2021-12-02,1,위시리스트추가,모바일앱
PE01022,CUST00376,2021-12-13,12,쿠폰다운로드,모바일앱
PE01023,CUST00376,2021-12-30,29,쿠폰다운로드,모바일앱
PE01024,CUST00377,2021-10-27,2,첫주문,모바일앱
PE01025,CUST00377,2021-11-02,8,쿠폰다운로드,모바일앱
PE01026,CUST00377,2021-11-03,9,리뷰작성,모바일앱
PE01027,CUST00377,2021-11-09,15,자동결제등록,모바일앱
PE01028,CUST00377,2021-11-22,28,장바구니담기,모바일앱
PE01029,CUST00378,2024-06-24,12,위시리스트추가,모바일앱
PE01030,CUST00378,2024-07-06,24,첫주문,모바일앱
PE01031,CUST00379,2024-01-17,3,첫주문,모바일앱
PE01032,CUST00379,2024-01-27,13,앱푸시동의,모바일앱
PE01033,CUST00379,2024-02-11,28,장바구니담기,모바일앱
PE01034,CUST00380,2019-11-13,0,위시리스트추가,모바일웹
PE01035,CUST00380,2019-11-16,3,첫주문,모바일웹
PE01036,CUST00380,2019-11-19,6,자동결제등록,모바일웹
PE01037,CUST00380,2019-11-22,9,장바구니담기,모바일웹
PE01038,CUST00380,2019-11-27,14,장바구니담기,모바일웹
PE01039,CUST00381,2021-03-29,3,첫주문,모바일웹
PE01040,CUST00381,2021-04-08,13,앱푸시동의,모바일웹
PE01041,CUST00381,2021-04-18,23,장바구니담기,모바일웹
PE01042,CUST00382,2019-12-23,2,앱푸시동의,PC웹
PE01043,CUST00382,2019-12-26,5,첫주문,PC웹
PE01044,CUST00382,2019-12-28,7,자동결제등록,PC웹
PE01045,CUST00382,2020-01-07,17,앱푸시동의,PC웹
PE01046,CUST00382,2020-01-18,28,앱푸시동의,PC웹
PE01047,CUST00383,2024-01-14,6,첫주문,PC웹
PE01048,CUST00383,2024-01-20,12,위시리스트추가,PC웹
PE01049,CUST00383,2024-02-03,26,리뷰작성,PC웹
PE01050,CUST00384,2020-07-25,3,첫주문,모바일앱
PE01051,CUST00384,2020-07-27,5,리뷰작성,모바일앱
PE01052,CUST00384,2020-07-28,6,자동결제등록,모바일앱
PE01053,CUST00384,2020-08-13,22,위시리스트추가,모바일앱
PE01054,CUST00386,2020-03-12,1,쿠폰다운로드,모바일앱
PE01055,CUST00386,2020-03-17,6,첫주문,모바일앱
PE01056,CUST00386,2020-03-30,19,위시리스트추가,모바일앱
PE01057,CUST00386,2020-04-01,21,쿠폰다운로드,모바일앱
PE01058,CUST00388,2025-01-16,1,위시리스트추가,모바일앱
PE01059,CUST00388,2025-01-24,9,앱푸시동의,모바일앱
PE01060,CUST00389,2021-06-26,0,리뷰작성,PC웹
PE01061,CUST00389,2021-07-04,8,리뷰작성,PC웹
PE01062,CUST00389,2021-07-24,28,쿠폰다운로드,PC웹
PE01063,CUST00390,2025-05-01,6,첫주문,모바일앱
PE01064,CUST00390,2025-05-12,17,쿠폰다운로드,모바일앱
PE01065,CUST00391,2022-02-18,5,첫주문,PC웹
PE01066,CUST00391,2022-02-21,8,장바구니담기,PC웹
PE01067,CUST00391,2022-03-05,20,위시리스트추가,PC웹
PE01068,CUST00392,2025-04-17,12,쿠폰다운로드,모바일앱
PE01069,CUST00392,2025-04-19,14,자동결제등록,모바일앱
PE01070,CUST00392,2025-04-27,22,쿠폰다운로드,모바일앱
PE01071,CUST00392,2025-04-29,24,리뷰작성,모바일앱
PE01072,CUST00392,2025-05-04,29,장바구니담기,모바일앱
PE01073,CUST00393,2021-04-06,10,쿠폰다운로드,모바일앱
PE01074,CUST00393,2021-04-12,16,위시리스트추가,모바일앱
PE01075,CUST00393,2021-04-15,19,리뷰작성,모바일앱
PE01076,CUST00393,2021-04-15,19,앱푸시동의,모바일앱
PE01077,CUST00394,2020-10-14,0,자동결제등록,모바일웹
PE01078,CUST00394,2020-10-15,1,첫주문,모바일웹
PE01079,CUST00395,2025-12-03,1,첫주문,모바일앱
PE01080,CUST00395,2025-12-26,24,위시리스트추가,모바일앱
PE01081,CUST00395,2025-12-31,29,자동결제등록,모바일앱
PE01082,CUST00396,2021-10-06,4,리뷰작성,모바일앱
PE01083,CUST00396,2021-10-14,12,장바구니담기,모바일앱
PE01084,CUST00396,2021-10-18,16,장바구니담기,모바일앱
PE01085,CUST00396,2021-10-20,18,첫주문,모바일앱
PE01086,CUST00396,2021-10-28,26,앱푸시동의,모바일앱
PE01087,CUST00397,2020-02-27,1,자동결제등록,PC웹
PE01088,CUST00397,2020-03-05,8,쿠폰다운로드,PC웹
PE01089,CUST00397,2020-03-17,20,쿠폰다운로드,PC웹
PE01090,CUST00398,2021-02-19,5,쿠폰다운로드,모바일웹
PE01091,CUST00398,2021-02-27,13,첫주문,모바일웹
PE01092,CUST00398,2021-03-11,25,앱푸시동의,모바일웹
PE01093,CUST00399,2020-03-23,6,리뷰작성,모바일웹
PE01094,CUST00399,2020-03-28,11,쿠폰다운로드,모바일웹
PE01095,CUST00400,2022-06-05,0,첫주문,모바일앱
PE01096,CUST00400,2022-06-05,0,리뷰작성,모바일앱
PE01097,CUST00400,2022-06-15,10,자동결제등록,모바일앱
PE01098,CUST00400,2022-06-23,18,앱푸시동의,모바일앱
