usage_id,customer_id,year_month,order_count,purchase_amount,cart_add_count,review_count,app_login_count
EU01037,CUST00055,2024-11,5,144575,14,1,6
EU01038,CUST00055,2024-12,0,0,5,0,16
EU01039,CUST00251,2024-01,0,0,1,0,5
EU01040,CUST00251,2024-02,2,26586,7,2,6
EU01041,CUST00251,2024-03,3,96618,7,0,4
EU01042,CUST00251,2024-04,2,75338,3,2,17
EU01043,CUST00251,2024-05,1,42984,3,1,6
EU01044,CUST00251,2024-06,4,233756,11,0,17
EU01045,CUST00251,2024-07,2,186058,2,0,9
EU01046,CUST00251,2024-08,1,58515,1,1,11
EU01047,CUST00251,2024-09,5,243640,14,2,9
EU01048,CUST00251,2024-10,2,39910,11,1,8
EU01049,CUST00251,2024-11,4,254980,13,0,7
EU01050,CUST00251,2024-12,5,656020,12,2,4
EU01051,CUST00001,2024-01,3,31623,14,1,12
EU01052,CUST00001,2024-02,4,136448,15,2,5
EU01053,CUST00001,2024-03,3,433134,12,0,9
EU01054,CUST00001,2024-04,2,167628,8,2,8
EU01055,CUST00001,2024-05,4,234316,6,1,16
EU01056,CUST00001,2024-06,0,0,3,0,20
EU01057,CUST00001,2024-07,0,0,3,0,17
EU01058,CUST00001,2024-08,4,442800,9,2,15
EU01059,CUST00001,2024-09,4,438616,12,0,10
EU01060,CUST00001,2024-10,0,0,0,0,21
EU01061,CUST00001,2024-11,0,0,3,0,12
EU01062,CUST00001,2024-12,5,177375,9,0,1
EU01063,CUST00283,2024-01,1,97802,5,1,17
EU01064,CUST00110,2024-01,5,85705,16,0,18
EU01065,CUST00110,2024-02,4,195124,6,3,9
EU01066,CUST00110,2024-03,4,80356,9,3,4
EU01067,CUST00110,2024-04,1,91959,1,1,11
EU01068,CUST00110,2024-05,1,138935,1,1,16
EU01069,CUST00110,2024-06,3,106896,5,2,8
EU01070,CUST00110,2024-07,3,358317,5,0,4
EU01071,CUST00110,2024-08,0,0,1,0,14
EU01072,CUST00110,2024-09,1,35243,10,1,12
EU01073,CUST00110,2024-10,2,30344,6,0,9
EU01074,CUST00110,2024-11,4,384412,7,2,17
EU01075,CUST00110,2024-12,4,178880,10,1,16
EU01076,CUST00157,2024-01,3,447507,16,2,15
EU01077,CUST00157,2024-02,1,137015,9,1,11
EU01078,CUST00157,2024-03,2,195496,10,2,5
EU01079,CUST00157,2024-04,1,84317,5,0,13
EU01080,CUST00157,2024-05,2,176474,9,2,11
EU01081,CUST00157,2024-06,0,0,0,0,4
EU01082,CUST00157,2024-07,3,93684,7,3,15
EU01083,CUST00076,2024-01,1,14433,3,1,12
EU01084,CUST00076,2024-02,3,244962,8,3,6
EU01085,CUST00076,2024-03,2,95664,4,2,14
EU01086,CUST00076,2024-04,1,121855,2,1,15
EU01087,CUST00076,2024-05,2,94394,8,0,10
EU01088,CUST00076,2024-06,2,21950,6,0,14
EU01089,CUST00076,2024-07,0,0,4,0,5
EU01090,CUST00076,2024-08,6,166146,16,2,14
EU01091,CUST00076,2024-09,1,24177,1,1,3
EU01092,CUST00076,2024-10,5,99580,15,2,11
EU01093,CUST00076,2024-11,4,241496,11,1,5
EU01094,CUST00076,2024-12,3,89901,11,1,4
EU01095,CUST00377,2024-01,3,52041,14,2,15
EU01096,CUST00377,2024-02,0,0,0,0,0
EU01097,CUST00377,2024-03,0,0,0,0,13
EU01098,CUST00377,2024-04,1,76010,1,0,12
EU01099,CUST00377,2024-05,0,0,2,0,10
EU01100,CUST00377,2024-06,1,19764,5,0,10
EU01101,CUST00377,2024-07,3,163509,5,0,16
EU01102,CUST00377,2024-08,0,0,0,0,6
EU01103,CUST00377,2024-09,2,206056,8,1,6
EU01104,CUST00377,2024-10,2,80384,9,2,0
EU01105,CUST00377,2024-11,1,130127,9,1,10
EU01106,CUST00377,2024-12,0,0,4,0,12
EU01107,CUST00013,2024-01,3,227166,13,0,10
EU01108,CUST00013,2024-02,0,0,3,0,3
EU01109,CUST00013,2024-03,3,103491,8,3,17
EU01110,CUST00013,2024-04,1,57287,2,0,9
EU01111,CUST00013,2024-05,0,0,1,0,9
EU01112,CUST00013,2024-06,1,103978,4,1,13
EU01113,CUST00013,2024-07,1,32000,6,1,12
EU01114,CUST00013,2024-08,2,255468,2,1,18
EU01115,CUST00013,2024-09,3,296862,6,0,5
EU01116,CUST00013,2024-10,2,226656,3,1,10
EU01117,CUST00013,2024-11,3,204627,12,1,10
EU01118,CUST00013,2024-12,2,111522,7,0,9
EU01119,CUST00338,2024-01,2,171536,3,2,0
EU01120,CUST00338,2024-02,6,196194,14,2,13
EU01121,CUST00338,2024-03,4,289232,5,0,20
EU01122,CUST00338,2024-04,4,535832,10,1,1
EU01123,CUST00338,2024-05,3,126936,7,0,4
EU01124,CUST00338,2024-06,3,106614,5,1,6
EU01125,CUST00338,2024-07,2,142058,10,1,17
EU01126,CUST00338,2024-08,2,161468,2,1,4
EU01127,CUST00338,2024-09,1,138251,7,1,5
EU01128,CUST00338,2024-10,1,62681,3,0,16
EU01129,CUST00338,2024-11,3,111543,7,3,14
EU01130,CUST00338,2024-12,1,102414,3,0,4
EU01131,CUST00199,2024-01,2,215266,5,2,5
EU01132,CUST00199,2024-02,5,458680,18,0,5
EU01133,CUST00199,2024-03,5,591510,11,3,8
EU01134,CUST00199,2024-04,1,53461,1,1,16
EU01135,CUST00199,2024-05,4,420076,13,0,18
EU01136,CUST00199,2024-06,3,252927,8,2,12
EU01137,CUST00199,2024-07,3,401595,11,1,16
EU01138,CUST00199,2024-08,3,104280,9,2,14
EU01139,CUST00199,2024-09,3,176199,7,1,9
EU01140,CUST00199,2024-10,3,171669,10,2,7
EU01141,CUST00199,2024-11,4,510812,14,3,5
EU01142,CUST00199,2024-12,1,33968,1,0,8
EU01143,CUST00314,2024-09,2,101638,3,0,3
EU01144,CUST00314,2024-10,1,96048,2,1,12
EU01145,CUST00314,2024-11,3,244554,9,2,18
EU01146,CUST00314,2024-12,3,141663,10,3,10
EU01147,CUST00227,2024-01,5,565410,14,3,7
EU01148,CUST00227,2024-02,1,131511,4,0,13
EU01149,CUST00227,2024-03,2,113908,3,2,0
EU01150,CUST00227,2024-04,2,162940,7,2,10
EU01151,CUST00227,2024-05,3,230325,8,2,11
EU01152,CUST00227,2024-06,1,17140,2,1,6
EU01153,CUST00227,2024-07,0,0,4,0,16
EU01154,CUST00227,2024-08,2,147540,8,2,15
EU01155,CUST00227,2024-09,3,175995,4,0,10
EU01156,CUST00227,2024-10,3,416775,15,2,8
EU01157,CUST00227,2024-11,0,0,0,0,9
EU01158,CUST00227,2024-12,3,156570,8,3,14
EU01159,CUST00119,2024-01,2,241992,8,2,10
EU01160,CUST00119,2024-02,1,140232,10,1,8
EU01161,CUST00119,2024-03,3,89739,10,0,25
EU01162,CUST00119,2024-04,4,245776,9,2,16
EU01163,CUST00119,2024-05,2,114432,4,2,9
EU01164,CUST00119,2024-06,4,443460,7,2,8
EU01165,CUST00119,2024-07,0,0,0,0,8
EU01166,CUST00119,2024-08,4,482336,13,0,19
EU01167,CUST00119,2024-09,6,501066,15,3,17
EU01168,CUST00119,2024-10,3,223698,5,0,10
EU01169,CUST00119,2024-11,2,97536,10,2,12
EU01170,CUST00119,2024-12,1,107730,1,1,3
EU01171,CUST00008,2024-01,3,255267,7,2,7
EU01172,CUST00008,2024-02,0,0,0,0,16
EU01173,CUST00008,2024-03,1,12903,4,1,21
EU01174,CUST00008,2024-04,2,239108,6,2,10
EU01175,CUST00208,2024-06,2,105372,6,2,12
EU01176,CUST00208,2024-07,1,38089,1,1,22
EU01177,CUST00208,2024-08,2,254104,4,2,12
EU01178,CUST00208,2024-09,2,102618,7,0,4
EU01179,CUST00208,2024-10,1,83229,3,0,5
EU01180,CUST00208,2024-11,4,109092,12,1,17
EU01181,CUST00208,2024-12,1,67720,3,1,10
EU01182,CUST00217,2024-01,1,75114,3,1,9
EU01183,CUST00217,2024-02,1,28976,3,1,18
EU01184,CUST00217,2024-03,5,259195,11,2,15
EU01185,CUST00217,2024-04,4,151536,7,0,22
EU01186,CUST00217,2024-05,1,87448,6,1,16
EU01187,CUST00217,2024-06,0,0,7,0,5
EU01188,CUST00217,2024-07,0,0,0,0,8
EU01189,CUST00217,2024-08,0,0,1,0,13
EU01190,CUST00217,2024-09,3,137580,13,0,11
EU01191,CUST00217,2024-10,4,486564,12,0,2
EU01192,CUST00217,2024-11,1,88335,3,0,11
EU01193,CUST00217,2024-12,7,570906,22,3,16
EU01194,CUST00197,2024-01,1,87638,5,1,7
EU01195,CUST00197,2024-02,4,388128,12,1,16
EU01196,CUST00197,2024-03,3,159981,3,0,4
EU01197,CUST00197,2024-04,4,139880,10,3,11
EU01198,CUST00197,2024-05,1,27221,6,1,8
EU01199,CUST00197,2024-06,1,10431,3,1,8
EU01200,CUST00197,2024-07,1,112307,3,0,13
EU01201,CUST00197,2024-08,3,440883,6,0,13
EU01202,CUST00197,2024-09,2,285300,4,0,17
EU01203,CUST00197,2024-10,3,36306,5,3,4
EU01204,CUST00197,2024-11,4,318832,12,3,13
EU01205,CUST00197,2024-12,4,268712,11,3,15
EU01206,CUST00158,2024-01,1,23137,4,1,12
EU01207,CUST00158,2024-02,2,101216,7,1,13
EU01208,CUST00158,2024-03,4,553872,12,0,11
EU01209,CUST00158,2024-04,1,27005,7,1,13
EU01210,CUST00158,2024-05,6,501414,14,2,11
EU01211,CUST00158,2024-06,4,53528,14,2,10
EU01212,CUST00158,2024-07,5,340000,15,0,14
EU01213,CUST00158,2024-08,2,264390,9,0,7
EU01214,CUST00158,2024-09,6,457854,18,2,10
EU01215,CUST00158,2024-10,1,63086,1,1,5
EU01216,CUST00158,2024-11,2,28586,3,1,13
EU01217,CUST00158,2024-12,1,53699,1,1,15
EU01218,CUST00003,2024-01,4,140760,12,3,6
EU01219,CUST00003,2024-02,2,257080,5,2,5
EU01220,CUST00003,2024-03,2,132474,6,0,5
EU01221,CUST00003,2024-04,2,49232,7,2,12
EU01222,CUST00003,2024-05,4,445964,13,3,14
EU01223,CUST00003,2024-06,1,57662,3,1,9
EU01224,CUST00003,2024-07,1,118371,3,1,0
EU01225,CUST00003,2024-08,3,107826,4,0,13
EU01226,CUST00003,2024-09,2,58172,9,0,9
EU01227,CUST00003,2024-10,1,88962,7,1,14
EU01228,CUST00003,2024-11,2,297502,7,0,16
EU01229,CUST00003,2024-12,0,0,0,0,10
EU01230,CUST00019,2024-06,0,0,0,0,7
EU01231,CUST00019,2024-07,6,542682,16,0,9
EU01232,CUST00019,2024-08,1,19755,1,1,15
EU01233,CUST00019,2024-09,2,147156,3,1,15
EU01234,CUST00019,2024-10,2,262798,4,2,8
EU01235,CUST00019,2024-11,3,236376,3,2,13
EU01236,CUST00019,2024-12,4,221288,15,2,12
EU01237,CUST00267,2024-01,2,39102,8,2,1
EU01238,CUST00267,2024-02,2,194462,6,0,11
EU01239,CUST00267,2024-03,4,273152,17,0,8
EU01240,CUST00267,2024-04,5,301455,11,2,7
EU01241,CUST00267,2024-05,0,0,5,0,4
EU01242,CUST00267,2024-06,1,117502,8,1,13
EU01243,CUST00267,2024-07,4,548552,12,2,14
EU01244,CUST00267,2024-08,0,0,0,0,18
EU01245,CUST00267,2024-09,0,0,3,0,5
EU01246,CUST00267,2024-10,1,46106,5,1,12
EU01247,CUST00267,2024-11,4,527348,9,1,8
EU01248,CUST00267,2024-12,0,0,0,0,8
EU01249,CUST00213,2024-01,3,250203,12,2,9
EU01250,CUST00213,2024-02,2,179348,8,2,12
EU01251,CUST00213,2024-03,1,90192,2,1,2
EU01252,CUST00213,2024-04,2,274154,6,0,3
EU01253,CUST00213,2024-05,3,186672,11,0,7
EU01254,CUST00213,2024-06,4,95976,14,3,13
EU01255,CUST00213,2024-07,3,396756,9,1,18
EU01256,CUST00213,2024-08,2,111622,2,2,12
EU01257,CUST00213,2024-09,1,110521,8,1,17
EU01258,CUST00213,2024-10,3,191631,5,3,6
EU01259,CUST00213,2024-11,0,0,0,0,7
EU01260,CUST00213,2024-12,2,290168,6,2,9
EU01261,CUST00371,2024-01,1,75913,3,1,4
EU01262,CUST00371,2024-02,2,120686,2,2,11
EU01263,CUST00371,2024-03,1,58533,2,0,8
EU01264,CUST00371,2024-04,2,200048,2,0,13
EU01265,CUST00371,2024-05,3,339708,4,3,5
EU01266,CUST00371,2024-06,3,288432,9,1,6
EU01267,CUST00371,2024-07,5,361110,11,0,17
EU01268,CUST00371,2024-08,1,29441,3,1,18
EU01269,CUST00371,2024-09,3,396642,9,0,5
EU01270,CUST00371,2024-10,3,269082,15,2,11
EU01271,CUST00371,2024-11,2,271510,7,2,13
EU01272,CUST00371,2024-12,2,132042,3,1,5
EU01273,CUST00016,2024-01,2,212172,9,2,7
EU01274,CUST00016,2024-02,2,82074,8,0,8
EU01275,CUST00016,2024-03,2,252200,2,2,12
EU01276,CUST00016,2024-04,3,66630,10,1,10
EU01277,CUST00016,2024-05,1,90236,2,1,12
EU01278,CUST00016,2024-06,4,184700,9,2,16
EU01279,CUST00016,2024-07,3,229998,9,0,7
EU01280,CUST00016,2024-08,4,184180,12,1,3
EU01281,CUST00016,2024-09,1,48864,1,0,11
EU01282,CUST00016,2024-10,3,108984,9,2,1
EU01283,CUST00016,2024-11,3,125112,7,1,14
EU01284,CUST00016,2024-12,2,152760,6,0,4
EU01285,CUST00255,2024-01,2,286350,8,0,9
EU01286,CUST00255,2024-02,5,630335,13,1,9
EU01287,CUST00255,2024-03,0,0,0,0,0
EU01288,CUST00255,2024-04,4,139452,15,0,12
EU01289,CUST00255,2024-05,4,358196,9,2,8
EU01290,CUST00255,2024-06,0,0,3,0,12
EU01291,CUST00255,2024-07,1,18639,3,1,5
EU01292,CUST00255,2024-08,1,51762,3,0,11
EU01293,CUST00255,2024-09,2,145374,10,1,0
EU01294,CUST00255,2024-10,4,74104,12,3,4
EU01295,CUST00255,2024-11,3,189582,8,3,15
EU01296,CUST00255,2024-12,6,854382,13,2,3
EU01297,CUST00248,2024-01,6,746604,18,3,9
EU01298,CUST00248,2024-02,2,275870,7,2,9
EU01299,CUST00248,2024-03,0,0,2,0,6
EU01300,CUST00248,2024-04,3,374565,4,3,11
EU01301,CUST00248,2024-05,3,311244,9,3,6
EU01302,CUST00248,2024-06,2,197078,4,0,11
EU01303,CUST00248,2024-07,2,171988,10,2,11
EU01304,CUST00248,2024-08,2,35644,7,0,16
EU01305,CUST00248,2024-09,2,100042,10,2,13
EU01306,CUST00273,2024-01,3,107142,5,2,12
EU01307,CUST00273,2024-02,2,39954,5,2,9
EU01308,CUST00273,2024-03,0,0,0,0,7
EU01309,CUST00273,2024-04,6,662964,16,0,9
EU01310,CUST00273,2024-05,0,0,0,0,12
EU01311,CUST00273,2024-06,0,0,4,0,8
EU01312,CUST00273,2024-07,3,292824,5,0,7
EU01313,CUST00273,2024-08,4,570412,12,2,8
EU01314,CUST00273,2024-09,0,0,0,0,9
EU01315,CUST00273,2024-10,0,0,3,0,9
EU01316,CUST00273,2024-11,0,0,3,0,6
EU01317,CUST00273,2024-12,2,118066,2,0,10
EU01318,CUST00073,2024-01,0,0,6,0,7
EU01319,CUST00073,2024-02,2,90254,11,2,11
EU01320,CUST00073,2024-03,2,131292,6,2,8
EU01321,CUST00073,2024-04,3,57957,6,2,6
EU01322,CUST00073,2024-05,3,127149,3,2,7
EU01323,CUST00073,2024-06,3,211578,8,2,14
EU01324,CUST00073,2024-07,1,50704,4,1,12
EU01325,CUST00073,2024-08,7,685580,18,3,14
EU01326,CUST00073,2024-09,1,132713,9,1,12
EU01327,CUST00073,2024-10,2,275532,6,0,9
EU01328,CUST00073,2024-11,1,24434,7,0,6
EU01329,CUST00073,2024-12,0,0,0,0,11
EU01330,CUST00358,2024-01,2,176122,6,2,12
EU01331,CUST00358,2024-02,1,147063,7,1,3
EU01332,CUST00358,2024-03,3,144213,4,0,16
EU01333,CUST00358,2024-04,6,211998,17,1,16
EU01334,CUST00358,2024-05,3,251262,11,2,8
EU01335,CUST00358,2024-06,5,657235,7,3,15
EU01336,CUST00358,2024-07,2,112000,2,0,13
EU01337,CUST00358,2024-08,4,335272,8,3,10
EU01338,CUST00358,2024-09,2,285966,5,2,11
EU01339,CUST00358,2024-10,2,81314,5,0,11
EU01340,CUST00358,2024-11,2,35908,3,2,9
EU01341,CUST00358,2024-12,4,46020,10,3,9
EU01342,CUST00250,2024-01,2,240250,5,2,12
EU01343,CUST00250,2024-02,5,709415,13,3,3
EU01344,CUST00250,2024-03,1,64887,8,1,9
EU01345,CUST00250,2024-04,3,204453,3,0,4
EU01346,CUST00250,2024-05,3,172863,4,0,12
EU01347,CUST00250,2024-06,1,71238,3,1,12
EU01348,CUST00250,2024-07,4,541896,12,1,10
EU01349,CUST00250,2024-08,1,48647,2,0,17
EU01350,CUST00250,2024-09,2,186676,5,0,5
EU01351,CUST00250,2024-10,2,38988,6,1,18
EU01352,CUST00250,2024-11,6,289392,16,1,4
EU01353,CUST00250,2024-12,2,80044,9,0,10
EU01354,CUST00155,2024-07,0,0,0,0,10
EU01355,CUST00155,2024-08,4,472608,11,2,5
EU01356,CUST00155,2024-09,3,421695,12,0,9
EU01357,CUST00155,2024-10,0,0,0,0,7
EU01358,CUST00155,2024-11,2,262766,4,2,5
EU01359,CUST00155,2024-12,0,0,0,0,14
EU01360,CUST00121,2024-01,1,135990,7,0,14
EU01361,CUST00121,2024-02,2,20606,8,0,8
EU01362,CUST00121,2024-03,2,173188,5,0,9
EU01363,CUST00121,2024-04,1,143794,3,1,19
EU01364,CUST00121,2024-05,4,508428,11,0,10
EU01365,CUST00121,2024-06,5,168980,13,0,7
EU01366,CUST00121,2024-07,3,343440,8,0,5
EU01367,CUST00121,2024-08,1,112779,7,1,5
EU01368,CUST00121,2024-09,4,186156,12,2,17
EU01369,CUST00121,2024-10,2,175504,6,0,13
EU01370,CUST00121,2024-11,3,84525,8,0,19
EU01371,CUST00121,2024-12,2,250858,5,1,9
EU01372,CUST00195,2024-01,0,0,0,0,6
EU01373,CUST00195,2024-02,1,32972,3,1,10
EU01374,CUST00195,2024-03,2,141696,2,0,5
EU01375,CUST00195,2024-04,3,357831,10,3,19
EU01376,CUST00195,2024-05,5,92480,14,1,11
EU01377,CUST00195,2024-06,3,211017,6,3,7
EU01378,CUST00195,2024-07,4,187432,17,1,12
EU01379,CUST00195,2024-08,3,229467,10,1,4
EU01380,CUST00195,2024-09,5,373475,10,0,5
EU01381,CUST00195,2024-10,2,216908,4,1,10
EU01382,CUST00195,2024-11,3,245100,12,1,12
EU01383,CUST00195,2024-12,1,77971,3,0,17
EU01384,CUST00229,2024-01,2,174402,4,1,3
EU01385,CUST00229,2024-02,3,68655,6,1,10
EU01386,CUST00229,2024-03,2,64430,10,2,9
EU01387,CUST00229,2024-04,2,136160,6,2,10
EU01388,CUST00229,2024-05,4,442900,14,1,6
EU01389,CUST00229,2024-06,3,115566,4,3,10
EU01390,CUST00229,2024-07,3,39549,3,2,2
EU01391,CUST00229,2024-08,3,421008,7,3,9
EU01392,CUST00229,2024-09,3,262296,6,3,14
EU01393,CUST00229,2024-10,3,57840,10,1,9
EU01394,CUST00229,2024-11,3,52599,9,0,16
EU01395,CUST00229,2024-12,0,0,1,0,9
EU01396,CUST00190,2024-01,3,46461,7,2,7
EU01397,CUST00190,2024-02,7,1006747,15,3,5
EU01398,CUST00190,2024-03,0,0,0,0,11
EU01399,CUST00190,2024-04,2,33576,2,1,8
EU01400,CUST00190,2024-05,0,0,0,0,19
EU01401,CUST00190,2024-06,4,512240,10,2,22
EU01402,CUST00190,2024-07,3,72711,12,0,6
EU01403,CUST00190,2024-08,0,0,0,0,8
EU01404,CUST00190,2024-09,5,707615,12,2,16
EU01405,CUST00190,2024-10,3,188967,8,2,10
EU01406,CUST00190,2024-11,3,343821,11,3,14
EU01407,CUST00190,2024-12,2,175640,6,0,22
EU01408,CUST00156,2024-01,4,95576,12,2,6
EU01409,CUST00156,2024-02,4,269192,13,2,2
EU01410,CUST00156,2024-03,1,73613,6,1,7
EU01411,CUST00156,2024-04,6,135276,14,3,13
EU01412,CUST00156,2024-05,0,0,1,0,15
EU01413,CUST00156,2024-06,2,75560,9,0,6
EU01414,CUST00156,2024-07,1,76202,4,1,8
EU01415,CUST00156,2024-08,3,396435,6,1,9
EU01416,CUST00156,2024-09,1,115037,7,0,14
EU01417,CUST00156,2024-10,5,267685,11,2,14
EU01418,CUST00156,2024-11,6,250800,18,0,17
EU01419,CUST00156,2024-12,0,0,0,0,3
EU01420,CUST00086,2024-01,3,194802,10,1,12
EU01421,CUST00086,2024-02,3,372627,6,3,19
EU01422,CUST00086,2024-03,3,104790,13,1,16
EU01423,CUST00086,2024-04,3,204675,12,3,4
EU01424,CUST00086,2024-05,0,0,4,0,13
EU01425,CUST00086,2024-06,2,136828,4,1,11
EU01426,CUST00086,2024-07,4,488548,12,1,18
EU01427,CUST00086,2024-08,1,141235,1,0,5
EU01428,CUST00086,2024-09,2,168230,3,2,9
EU01429,CUST00086,2024-10,2,77294,6,2,12
EU01430,CUST00086,2024-11,1,86068,4,0,9
EU01431,CUST00086,2024-12,2,115934,3,1,10
EU01432,CUST00396,2024-01,2,61236,6,1,13
EU01433,CUST00396,2024-02,0,0,0,0,2
EU01434,CUST00396,2024-03,5,73080,12,0,13
EU01435,CUST00396,2024-04,2,82982,5,2,6
EU01436,CUST00396,2024-05,3,401706,7,2,12
EU01437,CUST00396,2024-06,2,53532,6,2,9
EU01438,CUST00396,2024-07,2,147528,10,2,9
EU01439,CUST00396,2024-08,0,0,3,0,17
EU01440,CUST00396,2024-09,3,201345,9,2,10
EU01441,CUST00396,2024-10,2,132186,13,2,7
EU01442,CUST00396,2024-11,3,438090,9,1,16
EU01443,CUST00396,2024-12,1,40521,1,1,11
EU01444,CUST00166,2024-01,1,107239,7,1,17
EU01445,CUST00166,2024-02,1,115693,5,1,5
EU01446,CUST00166,2024-03,2,212130,7,2,12
EU01447,CUST00166,2024-04,5,78855,14,0,8
EU01448,CUST00166,2024-05,1,28419,2,1,9
EU01449,CUST00166,2024-06,3,292680,6,2,11
EU01450,CUST00166,2024-07,2,219352,2,1,20
EU01451,CUST00166,2024-08,3,144729,5,2,11
EU01452,CUST00166,2024-09,2,237104,3,1,15
EU01453,CUST00166,2024-10,5,98065,13,1,4
EU01454,CUST00166,2024-11,1,115558,4,1,11
EU01455,CUST00166,2024-12,2,260670,6,1,11
EU01456,CUST00188,2024-01,4,137560,8,1,8
EU01457,CUST00188,2024-02,1,63684,5,1,12
EU01458,CUST00188,2024-03,0,0,0,0,11
EU01459,CUST00188,2024-04,3,331737,8,3,10
EU01460,CUST00188,2024-05,2,29164,7,2,14
EU01461,CUST00188,2024-06,1,80350,1,1,7
EU01462,CUST00188,2024-07,1,40516,4,0,8
EU01463,CUST00188,2024-08,2,183724,8,0,14
EU01464,CUST00188,2024-09,1,39279,1,1,10
EU01465,CUST00188,2024-10,0,0,0,0,7
EU01466,CUST00188,2024-11,5,110325,14,0,15
EU01467,CUST00188,2024-12,2,224020,8,0,17
EU01468,CUST00274,2024-01,2,188556,4,2,18
EU01469,CUST00274,2024-02,4,501400,10,2,10
EU01470,CUST00274,2024-03,0,0,2,0,10
EU01471,CUST00274,2024-04,2,21010,8,2,15
EU01472,CUST00274,2024-05,2,271878,4,2,9
EU01473,CUST00274,2024-06,3,44646,7,3,14
EU01474,CUST00274,2024-07,3,233244,10,0,8
EU01475,CUST00274,2024-08,4,478376,15,2,4
EU01476,CUST00274,2024-09,2,268820,2,0,1
EU01477,CUST00274,2024-10,4,353612,10,1,23
EU01478,CUST00274,2024-11,2,107492,4,2,7
EU01479,CUST00274,2024-12,3,39609,10,3,15
EU01480,CUST00313,2024-01,3,305757,9,2,2
EU01481,CUST00313,2024-02,1,77961,2,1,6
EU01482,CUST00313,2024-03,5,135155,16,0,15
EU01483,CUST00313,2024-04,2,20118,9,1,12
EU01484,CUST00313,2024-05,2,70004,8,2,13
EU01485,CUST00313,2024-06,2,47716,6,1,4
EU01486,CUST00313,2024-07,1,58249,1,1,8
EU01487,CUST00313,2024-08,7,100541,17,3,5
EU01488,CUST00313,2024-09,0,0,6,0,5
EU01489,CUST00313,2024-10,2,203648,8,0,12
EU01490,CUST00313,2024-11,6,743202,12,1,14
EU01491,CUST00313,2024-12,2,126216,6,2,3
EU01492,CUST00099,2024-01,0,0,0,0,18
EU01493,CUST00099,2024-02,1,144191,1,1,8
EU01494,CUST00099,2024-03,0,0,0,0,4
EU01495,CUST00099,2024-04,3,134100,8,0,14
EU01496,CUST00099,2024-05,3,358980,8,1,22
EU01497,CUST00099,2024-06,3,165987,7,0,13
EU01498,CUST00099,2024-07,4,250568,13,0,11
EU01499,CUST00099,2024-08,1,16518,12,0,12
EU01500,CUST00099,2024-09,3,407565,14,3,8
EU01501,CUST00099,2024-10,4,457300,11,3,8
EU01502,CUST00099,2024-11,3,225972,9,3,10
EU01503,CUST00099,2024-12,3,121941,11,0,4
EU01504,CUST00122,2024-01,2,264342,14,1,5
EU01505,CUST00122,2024-02,1,132548,2,1,11
EU01506,CUST00122,2024-03,4,227152,8,3,18
EU01507,CUST00122,2024-04,3,208023,12,2,4
EU01508,CUST00122,2024-05,1,94045,5,0,12
EU01509,CUST00122,2024-06,2,167068,11,2,9
EU01510,CUST00122,2024-07,3,375297,9,3,14
EU01511,CUST00122,2024-08,2,122712,7,2,4
EU01512,CUST00122,2024-09,3,371607,10,0,8
EU01513,CUST00122,2024-10,0,0,1,0,1
EU01514,CUST00122,2024-11,3,87261,10,1,8
EU01515,CUST00122,2024-12,4,165064,16,2,6
EU01516,CUST00184,2024-01,2,37976,6,2,5
EU01517,CUST00184,2024-02,4,301484,11,0,0
EU01518,CUST00184,2024-03,0,0,4,0,15
EU01519,CUST00184,2024-04,4,81264,8,1,15
EU01520,CUST00184,2024-05,0,0,0,0,8
EU01521,CUST00184,2024-06,1,56883,1,1,9
EU01522,CUST00184,2024-07,4,355088,11,0,17
EU01523,CUST00184,2024-08,4,152704,13,2,20
EU01524,CUST00184,2024-09,2,291498,4,2,13
EU01525,CUST00184,2024-10,3,104496,10,2,4
EU01526,CUST00184,2024-11,2,21926,9,2,6
EU01527,CUST00184,2024-12,1,114331,6,1,8
EU01528,CUST00127,2024-01,2,57022,10,1,0
EU01529,CUST00127,2024-02,4,475068,9,1,14
EU01530,CUST00127,2024-03,1,93687,1,1,11
EU01531,CUST00127,2024-04,2,161058,8,2,17
EU01532,CUST00127,2024-05,4,458536,16,3,23
EU01533,CUST00127,2024-06,1,83632,1,1,7
EU01534,CUST00127,2024-07,0,0,2,0,16
EU01535,CUST00127,2024-08,3,447981,10,2,23
EU01536,CUST00127,2024-09,2,68524,9,0,6
EU01537,CUST00127,2024-10,2,21154,5,0,10
EU01538,CUST00127,2024-11,3,375000,7,2,13
EU01539,CUST00127,2024-12,2,266644,4,2,16
EU01540,CUST00245,2024-01,0,0,3,0,9
EU01541,CUST00245,2024-02,3,227820,14,3,12
EU01542,CUST00245,2024-03,0,0,7,0,10
EU01543,CUST00245,2024-04,3,33162,10,2,11
EU01544,CUST00245,2024-05,2,126140,2,1,23
EU01545,CUST00245,2024-06,1,117238,7,1,5
EU01546,CUST00245,2024-07,0,0,3,0,2
EU01547,CUST00245,2024-08,1,13815,6,0,8
EU01548,CUST00245,2024-09,0,0,1,0,11
EU01549,CUST00245,2024-10,2,242494,10,2,12
EU01550,CUST00245,2024-11,1,84907,1,1,2
EU01551,CUST00245,2024-12,2,154362,7,2,10
EU01552,CUST00232,2024-01,2,127172,10,2,4
EU01553,CUST00232,2024-02,1,144053,2,1,3
EU01554,CUST00232,2024-03,2,90424,2,0,18
EU01555,CUST00232,2024-04,1,110620,2,1,14
